match_id,timestamp,date,time_start,day_of_week,outcome,champion,role
EUW1_6780114843,2024-01-22 14:08:09.040,2024-01-22,14:08:09,Monday,Win,Jinx,BOTTOM
EUW1_6780069322,2024-01-22 13:29:00.625,2024-01-22,13:29:00,Monday,Loss,Tristana,BOTTOM
EUW1_6780047205,2024-01-22 12:59:21.650,2024-01-22,12:59:21,Monday,Win,Nami,UTILITY
EUW1_6780009233,2024-01-22 12:20:05.689,2024-01-22,12:20:05,Monday,Loss,Janna,UTILITY
EUW1_6779983714,2024-01-22 11:36:02.197,2024-01-22,11:36:02,Monday,Loss,Nami,UTILITY
EUW1_6779948011,2024-01-22 10:49:21.186,2024-01-22,10:49:21,Monday,Win,Janna,UTILITY
EUW1_6779931663,2024-01-22 10:17:10.604,2024-01-22,10:17:10,Monday,Win,Nami,UTILITY
EUW1_6779903431,2024-01-22 09:43:55.446,2024-01-22,09:43:55,Monday,Win,Nami,UTILITY
EUW1_6779894080,2024-01-22 09:10:43.394,2024-01-22,09:10:43,Monday,Win,Nami,UTILITY
EUW1_6779169256,2024-01-21 20:18:46.367,2024-01-21,20:18:46,Sunday,Win,Nami,UTILITY
EUW1_6779086593,2024-01-21 19:29:08.798,2024-01-21,19:29:08,Sunday,Loss,Janna,UTILITY
EUW1_6779020324,2024-01-21 18:55:10.177,2024-01-21,18:55:10,Sunday,Win,Nami,UTILITY
EUW1_6778517460,2024-01-21 13:54:21.316,2024-01-21,13:54:21,Sunday,Win,Janna,UTILITY
EUW1_6778445063,2024-01-21 13:10:39.381,2024-01-21,13:10:39,Sunday,Win,Nami,UTILITY
EUW1_6778395802,2024-01-21 12:27:33.112,2024-01-21,12:27:33,Sunday,Loss,Soraka,UTILITY
EUW1_6778357792,2024-01-21 11:59:26.287,2024-01-21,11:59:26,Sunday,Win,Janna,UTILITY
EUW1_6778282417,2024-01-21 10:49:32.921,2024-01-21,10:49:32,Sunday,Win,Janna,UTILITY
EUW1_6778263587,2024-01-21 10:13:32.866,2024-01-21,10:13:32,Sunday,Win,Janna,UTILITY
EUW1_6778240765,2024-01-21 09:35:58.253,2024-01-21,09:35:58,Sunday,Win,Janna,UTILITY
EUW1_6777795939,2024-01-20 23:38:06.011,2024-01-20,23:38:06,Saturday,Win,Janna,UTILITY
EUW1_6777587478,2024-01-20 21:49:33.949,2024-01-20,21:49:33,Saturday,Win,Soraka,UTILITY
EUW1_6775488362,2024-01-19 17:41:05.492,2024-01-19,17:41:05,Friday,Win,Janna,UTILITY
EUW1_6775273823,2024-01-19 15:16:56.072,2024-01-19,15:16:56,Friday,Loss,Janna,UTILITY
EUW1_6775210016,2024-01-19 14:27:39.454,2024-01-19,14:27:39,Friday,Loss,Janna,UTILITY
EUW1_6775181530,2024-01-19 13:57:13.553,2024-01-19,13:57:13,Friday,Win,Janna,UTILITY
EUW1_6775135733,2024-01-19 13:18:38.935,2024-01-19,13:18:38,Friday,Win,Janna,UTILITY
EUW1_6775097778,2024-01-19 12:41:25.122,2024-01-19,12:41:25,Friday,Win,Janna,UTILITY
EUW1_6773574284,2024-01-18 14:00:54.812,2024-01-18,14:00:54,Thursday,Loss,Kaisa,BOTTOM
EUW1_6773543588,2024-01-18 13:25:41.135,2024-01-18,13:25:41,Thursday,Win,Kaisa,BOTTOM
EUW1_6773490110,2024-01-18 12:40:04.945,2024-01-18,12:40:04,Thursday,Loss,Kaisa,BOTTOM
EUW1_6773387455,2024-01-18 10:46:45.781,2024-01-18,10:46:45,Thursday,Loss,Vi,JUNGLE
EUW1_6773366000,2024-01-18 10:10:23.270,2024-01-18,10:10:23,Thursday,Loss,Janna,UTILITY
EUW1_6773342077,2024-01-18 09:31:53.984,2024-01-18,09:31:53,Thursday,Loss,Janna,UTILITY
EUW1_6773324134,2024-01-18 08:53:58.544,2024-01-18,08:53:58,Thursday,Loss,Janna,UTILITY
EUW1_6773316619,2024-01-18 08:21:43.119,2024-01-18,08:21:43,Thursday,Win,Janna,UTILITY
EUW1_6773296037,2024-01-18 07:39:47.122,2024-01-18,07:39:47,Thursday,Win,Janna,UTILITY
EUW1_6773284972,2024-01-18 07:04:16.823,2024-01-18,07:04:16,Thursday,Loss,Janna,UTILITY
EUW1_6771929666,2024-01-17 13:18:01.149,2024-01-17,13:18:01,Wednesday,Loss,Janna,UTILITY
EUW1_6771829176,2024-01-17 11:19:18.219,2024-01-17,11:19:18,Wednesday,Loss,Tristana,BOTTOM
EUW1_6771808189,2024-01-17 10:44:33.134,2024-01-17,10:44:33,Wednesday,Loss,Janna,UTILITY
EUW1_6771794709,2024-01-17 10:04:40.726,2024-01-17,10:04:40,Wednesday,Win,Janna,UTILITY
EUW1_6771774905,2024-01-17 09:28:04.132,2024-01-17,09:28:04,Wednesday,Loss,Janna,UTILITY
EUW1_6771762110,2024-01-17 09:00:30.417,2024-01-17,09:00:30,Wednesday,Loss,Janna,UTILITY
EUW1_6771307398,2024-01-16 22:22:23.440,2024-01-16,22:22:23,Tuesday,Win,Janna,UTILITY
EUW1_6771260685,2024-01-16 21:54:55.075,2024-01-16,21:54:55,Tuesday,Loss,Janna,UTILITY
EUW1_6771151679,2024-01-16 21:08:21.723,2024-01-16,21:08:21,Tuesday,Win,Janna,UTILITY
EUW1_6770897870,2024-01-16 19:06:46.743,2024-01-16,19:06:46,Tuesday,Win,Janna,UTILITY
EUW1_6770835044,2024-01-16 18:33:10.490,2024-01-16,18:33:10,Tuesday,Win,Janna,UTILITY
EUW1_6770784536,2024-01-16 18:01:58.977,2024-01-16,18:01:58,Tuesday,Loss,Jinx,BOTTOM
EUW1_6770729321,2024-01-16 17:35:26.475,2024-01-16,17:35:26,Tuesday,Loss,Tristana,BOTTOM
EUW1_6769041930,2024-01-15 16:31:28.396,2024-01-15,16:31:28,Monday,Win,Tristana,BOTTOM
EUW1_6768979735,2024-01-15 15:45:34.977,2024-01-15,15:45:34,Monday,Win,Tristana,BOTTOM
EUW1_6768929293,2024-01-15 15:13:11.997,2024-01-15,15:13:11,Monday,Win,Tristana,BOTTOM
EUW1_6768896701,2024-01-15 14:36:57.815,2024-01-15,14:36:57,Monday,Win,Tristana,BOTTOM
EUW1_6768884018,2024-01-15 14:27:41.137,2024-01-15,14:27:41,Monday,Win,Tristana,BOTTOM
EUW1_6768710204,2024-01-15 10:56:01.192,2024-01-15,10:56:01,Monday,Loss,Lucian,BOTTOM
EUW1_6768685904,2024-01-15 10:08:28.906,2024-01-15,10:08:28,Monday,Loss,Twitch,BOTTOM
EUW1_6768657359,2024-01-15 09:23:39.073,2024-01-15,09:23:39,Monday,Loss,Kaisa,BOTTOM
EUW1_6768664612,2024-01-15 09:15:59.026,2024-01-15,09:15:59,Monday,Loss,Kaisa,BOTTOM
EUW1_6767058444,2024-01-14 13:29:59.680,2024-01-14,13:29:59,Sunday,Loss,Tristana,BOTTOM
EUW1_6766817490,2024-01-14 09:29:49.058,2024-01-14,09:29:49,Sunday,Loss,Tristana,BOTTOM
EUW1_6765942128,2024-01-13 20:35:32.493,2024-01-13,20:35:32,Saturday,Win,Kaisa,BOTTOM
EUW1_6763606036,2024-01-12 15:51:20.787,2024-01-12,15:51:20,Friday,Loss,Kaisa,BOTTOM
EUW1_6763555726,2024-01-12 15:15:02.340,2024-01-12,15:15:02,Friday,Win,Kaisa,BOTTOM
EUW1_6763495187,2024-01-12 14:39:10.158,2024-01-12,14:39:10,Friday,Win,Kaisa,BOTTOM
EUW1_6763465548,2024-01-12 14:09:06.792,2024-01-12,14:09:06,Friday,Loss,Kaisa,BOTTOM
EUW1_6763297554,2024-01-12 11:33:53.140,2024-01-12,11:33:53,Friday,Win,Tristana,BOTTOM
EUW1_6763259924,2024-01-12 10:56:14.835,2024-01-12,10:56:14,Friday,Loss,Janna,UTILITY
EUW1_6762311848,2024-01-11 19:48:37.759,2024-01-11,19:48:37,Thursday,Win,Kaisa,BOTTOM
EUW1_6758870514,2024-01-09 17:28:53.058,2024-01-09,17:28:53,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6758823254,2024-01-09 16:56:09.739,2024-01-09,16:56:09,Tuesday,Win,Kaisa,BOTTOM
EUW1_6758803735,2024-01-09 16:29:47.496,2024-01-09,16:29:47,Tuesday,Win,Kaisa,BOTTOM
EUW1_6758768799,2024-01-09 15:57:49.556,2024-01-09,15:57:49,Tuesday,Win,Kaisa,BOTTOM
EUW1_6758735076,2024-01-09 15:25:55.846,2024-01-09,15:25:55,Tuesday,Win,Kaisa,BOTTOM
EUW1_6758689205,2024-01-09 14:35:52.126,2024-01-09,14:35:52,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6757238938,2024-01-08 13:14:28.940,2024-01-08,13:14:28,Monday,Loss,Kaisa,BOTTOM
EUW1_6757213536,2024-01-08 12:31:17.717,2024-01-08,12:31:17,Monday,Win,Kaisa,BOTTOM
EUW1_6757187155,2024-01-08 12:05:20.109,2024-01-08,12:05:20,Monday,Loss,Tristana,BOTTOM
EUW1_6757172095,2024-01-08 11:42:10.396,2024-01-08,11:42:10,Monday,Loss,Tristana,BOTTOM
EUW1_6757152740,2024-01-08 11:06:24.108,2024-01-08,11:06:24,Monday,Win,Tristana,BOTTOM
EUW1_6754635282,2024-01-06 20:10:47.799,2024-01-06,20:10:47,Saturday,Loss,Tristana,BOTTOM
EUW1_6754560789,2024-01-06 19:18:01.785,2024-01-06,19:18:01,Saturday,Win,Tristana,BOTTOM
EUW1_6754503852,2024-01-06 18:43:05.033,2024-01-06,18:43:05,Saturday,Win,Tristana,BOTTOM
EUW1_6754429825,2024-01-06 17:59:32.540,2024-01-06,17:59:32,Saturday,Loss,Kaisa,BOTTOM
EUW1_6752585704,2024-01-05 16:19:49.842,2024-01-05,16:19:49,Friday,Loss,Kaisa,BOTTOM
EUW1_6752525375,2024-01-05 15:43:33.455,2024-01-05,15:43:33,Friday,Win,Kaisa,BOTTOM
EUW1_6752493210,2024-01-05 15:19:52.485,2024-01-05,15:19:52,Friday,Win,Kaisa,BOTTOM
EUW1_6752454765,2024-01-05 14:44:43.454,2024-01-05,14:44:43,Friday,Win,Kaisa,BOTTOM
EUW1_6752374894,2024-01-05 13:38:43.179,2024-01-05,13:38:43,Friday,Win,Kaisa,BOTTOM
EUW1_6752356729,2024-01-05 13:21:20.647,2024-01-05,13:21:20,Friday,Loss,Kaisa,BOTTOM
EUW1_6752229190,2024-01-05 11:01:56.281,2024-01-05,11:01:56,Friday,Win,Kaisa,BOTTOM
EUW1_6751142892,2024-01-04 17:45:55.250,2024-01-04,17:45:55,Thursday,Loss,Kaisa,BOTTOM
EUW1_6751096037,2024-01-04 17:17:03.322,2024-01-04,17:17:03,Thursday,Loss,Kaisa,BOTTOM
EUW1_6751083029,2024-01-04 17:06:55.732,2024-01-04,17:06:55,Thursday,Win,Kaisa,BOTTOM
EUW1_6750861011,2024-01-04 14:17:46.157,2024-01-04,14:17:46,Thursday,Loss,Kaisa,BOTTOM
EUW1_6750813357,2024-01-04 13:38:17.494,2024-01-04,13:38:17,Thursday,Loss,Kaisa,BOTTOM
EUW1_6750775228,2024-01-04 12:57:23.325,2024-01-04,12:57:23,Thursday,Win,Kaisa,BOTTOM
EUW1_6750729438,2024-01-04 12:09:24.275,2024-01-04,12:09:24,Thursday,Loss,Kaisa,BOTTOM
EUW1_6750710094,2024-01-04 11:34:06.505,2024-01-04,11:34:06,Thursday,Loss,Kaisa,BOTTOM
EUW1_6750686679,2024-01-04 10:57:24.284,2024-01-04,10:57:24,Thursday,Loss,Kaisa,BOTTOM
EUW1_6750624174,2024-01-04 09:02:50.908,2024-01-04,09:02:50,Thursday,Win,Kaisa,BOTTOM
EUW1_6750612343,2024-01-04 08:35:12.067,2024-01-04,08:35:12,Thursday,Loss,Kaisa,BOTTOM
EUW1_6749742156,2024-01-03 18:53:13.924,2024-01-03,18:53:13,Wednesday,Win,Kaisa,BOTTOM
EUW1_6749693594,2024-01-03 18:20:53.862,2024-01-03,18:20:53,Wednesday,Win,Kaisa,BOTTOM
EUW1_6749634752,2024-01-03 17:43:52.258,2024-01-03,17:43:52,Wednesday,Loss,Kaisa,BOTTOM
EUW1_6749328916,2024-01-03 13:58:31.225,2024-01-03,13:58:31,Wednesday,Loss,Kaisa,BOTTOM
EUW1_6749298821,2024-01-03 13:25:25.648,2024-01-03,13:25:25,Wednesday,Win,Kaisa,BOTTOM
EUW1_6749255071,2024-01-03 12:45:17.955,2024-01-03,12:45:17,Wednesday,Loss,Kaisa,BOTTOM
EUW1_6749218219,2024-01-03 12:06:07.171,2024-01-03,12:06:07,Wednesday,Loss,Lucian,BOTTOM
EUW1_6749197980,2024-01-03 11:36:56.604,2024-01-03,11:36:56,Wednesday,Loss,Kaisa,BOTTOM
EUW1_6749172206,2024-01-03 11:03:34.598,2024-01-03,11:03:34,Wednesday,Win,Kaisa,BOTTOM
EUW1_6749144302,2024-01-03 10:20:54.627,2024-01-03,10:20:54,Wednesday,Win,Kaisa,BOTTOM
EUW1_6749120447,2024-01-03 09:37:24.338,2024-01-03,09:37:24,Wednesday,Loss,Jinx,BOTTOM
EUW1_6749102295,2024-01-03 08:46:51.372,2024-01-03,08:46:51,Wednesday,Win,Kaisa,BOTTOM
EUW1_6748476113,2024-01-02 21:15:24.699,2024-01-02,21:15:24,Tuesday,Win,Kaisa,BOTTOM
EUW1_6748459911,2024-01-02 21:05:35.214,2024-01-02,21:05:35,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6748299716,2024-01-02 19:35:46.013,2024-01-02,19:35:46,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6748223590,2024-01-02 18:51:53.192,2024-01-02,18:51:53,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6748151199,2024-01-02 18:13:26.647,2024-01-02,18:13:26,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6747724979,2024-01-02 12:48:11.385,2024-01-02,12:48:11,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6747650744,2024-01-02 11:09:55.545,2024-01-02,11:09:55,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6747006763,2024-01-01 21:39:31.856,2024-01-01,21:39:31,Monday,Win,Kaisa,BOTTOM
EUW1_6746913135,2024-01-01 20:53:04.639,2024-01-01,20:53:04,Monday,Loss,Kaisa,BOTTOM
EUW1_6746856699,2024-01-01 20:19:57.300,2024-01-01,20:19:57,Monday,Loss,Kaisa,BOTTOM
EUW1_6745722339,2023-12-31 22:37:03.593,2023-12-31,22:37:03,Sunday,Win,Janna,UTILITY
EUW1_6745695334,2023-12-31 22:06:17.625,2023-12-31,22:06:17,Sunday,Loss,Janna,UTILITY
EUW1_6744266861,2023-12-30 22:09:51.358,2023-12-30,22:09:51,Saturday,Win,Twitch,BOTTOM
EUW1_6744208147,2023-12-30 21:40:19.121,2023-12-30,21:40:19,Saturday,Loss,Tristana,BOTTOM
EUW1_6744164489,2023-12-30 21:10:30.166,2023-12-30,21:10:30,Saturday,Win,Tristana,BOTTOM
EUW1_6744088971,2023-12-30 20:27:46.665,2023-12-30,20:27:46,Saturday,Win,Tristana,BOTTOM
EUW1_6744022137,2023-12-30 19:46:19.704,2023-12-30,19:46:19,Saturday,Loss,Tristana,BOTTOM
EUW1_6743966257,2023-12-30 19:10:32.007,2023-12-30,19:10:32,Saturday,Loss,Tristana,BOTTOM
EUW1_6743900553,2023-12-30 18:21:00.066,2023-12-30,18:21:00,Saturday,Loss,Tristana,BOTTOM
EUW1_6742837767,2023-12-29 23:12:08.989,2023-12-29,23:12:08,Friday,Loss,Janna,UTILITY
EUW1_6742756853,2023-12-29 22:30:12.249,2023-12-29,22:30:12,Friday,Loss,Janna,UTILITY
EUW1_6742690632,2023-12-29 21:54:08.804,2023-12-29,21:54:08,Friday,Win,Janna,UTILITY
EUW1_6742612209,2023-12-29 21:17:08.527,2023-12-29,21:17:08,Friday,Loss,Tristana,BOTTOM
EUW1_6742547161,2023-12-29 20:38:23.230,2023-12-29,20:38:23,Friday,Loss,Kaisa,BOTTOM
EUW1_6742347738,2023-12-29 18:28:00.583,2023-12-29,18:28:00,Friday,Win,Kaisa,BOTTOM
EUW1_6742200057,2023-12-29 16:56:25.862,2023-12-29,16:56:25,Friday,Win,Tristana,BOTTOM
EUW1_6742147943,2023-12-29 16:19:48.847,2023-12-29,16:19:48,Friday,Win,Kaisa,BOTTOM
EUW1_6742108571,2023-12-29 15:48:56.911,2023-12-29,15:48:56,Friday,Win,Kaisa,BOTTOM
EUW1_6742006006,2023-12-29 14:36:30.065,2023-12-29,14:36:30,Friday,Win,Kaisa,BOTTOM
EUW1_6741930265,2023-12-29 13:32:16.062,2023-12-29,13:32:16,Friday,Win,Tristana,BOTTOM
EUW1_6741900665,2023-12-29 12:57:53.170,2023-12-29,12:57:53,Friday,Loss,Tristana,BOTTOM
EUW1_6741819190,2023-12-29 11:34:40.163,2023-12-29,11:34:40,Friday,Win,Tristana,BOTTOM
EUW1_6741791413,2023-12-29 11:00:46.139,2023-12-29,11:00:46,Friday,Loss,Tristana,BOTTOM
EUW1_6741765413,2023-12-29 10:22:04.686,2023-12-29,10:22:04,Friday,Loss,Kaisa,BOTTOM
EUW1_6741752212,2023-12-29 09:48:17.310,2023-12-29,09:48:17,Friday,Loss,Janna,UTILITY
EUW1_6741545870,2023-12-29 01:50:01.597,2023-12-29,01:50:01,Friday,Win,Janna,UTILITY
EUW1_6741492073,2023-12-29 01:05:05.828,2023-12-29,01:05:05,Friday,Win,Janna,UTILITY
EUW1_6741453168,2023-12-29 00:40:08.587,2023-12-29,00:40:08,Friday,Win,Janna,UTILITY
EUW1_6741394431,2023-12-29 00:04:58.034,2023-12-29,00:04:58,Friday,Loss,Janna,UTILITY
EUW1_6741323746,2023-12-28 23:22:33.916,2023-12-28,23:22:33,Thursday,Win,Janna,UTILITY
EUW1_6741236057,2023-12-28 22:41:17.312,2023-12-28,22:41:17,Thursday,Win,Janna,UTILITY
EUW1_6741175069,2023-12-28 22:12:15.301,2023-12-28,22:12:15,Thursday,Loss,Janna,UTILITY
EUW1_6741107469,2023-12-28 21:33:03.930,2023-12-28,21:33:03,Thursday,Win,Janna,UTILITY
EUW1_6741031679,2023-12-28 20:53:42.445,2023-12-28,20:53:42,Thursday,Loss,Tristana,BOTTOM
EUW1_6740984680,2023-12-28 20:27:59.815,2023-12-28,20:27:59,Thursday,Loss,Tristana,BOTTOM
EUW1_6740921205,2023-12-28 19:53:42.417,2023-12-28,19:53:42,Thursday,Win,Tristana,BOTTOM
EUW1_6740850845,2023-12-28 19:08:54.705,2023-12-28,19:08:54,Thursday,Win,Tristana,BOTTOM
EUW1_6740798637,2023-12-28 18:34:43.352,2023-12-28,18:34:43,Thursday,Loss,Kaisa,BOTTOM
EUW1_6740183333,2023-12-28 09:43:51.250,2023-12-28,09:43:51,Thursday,Win,Tristana,BOTTOM
EUW1_6740170940,2023-12-28 09:09:08.154,2023-12-28,09:09:08,Thursday,Win,Kaisa,BOTTOM
EUW1_6740156071,2023-12-28 08:31:20.344,2023-12-28,08:31:20,Thursday,Win,Kaisa,BOTTOM
EUW1_6740142363,2023-12-28 08:01:36.967,2023-12-28,08:01:36,Thursday,Loss,Kaisa,BOTTOM
EUW1_6739083801,2023-12-27 17:03:49.798,2023-12-27,17:03:49,Wednesday,Loss,Tristana,BOTTOM
EUW1_6739023190,2023-12-27 16:28:03.888,2023-12-27,16:28:03,Wednesday,Win,Tristana,BOTTOM
EUW1_6738986055,2023-12-27 16:00:04.287,2023-12-27,16:00:04,Wednesday,Loss,Tristana,BOTTOM
EUW1_6738935215,2023-12-27 15:24:28.447,2023-12-27,15:24:28,Wednesday,Win,Tristana,BOTTOM
EUW1_6738614846,2023-12-27 09:12:13.890,2023-12-27,09:12:13,Wednesday,Win,Tristana,BOTTOM
EUW1_6738604717,2023-12-27 08:36:21.159,2023-12-27,08:36:21,Wednesday,Loss,Kaisa,BOTTOM
EUW1_6738175969,2023-12-26 22:45:39.540,2023-12-26,22:45:39,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6738115670,2023-12-26 22:11:01.645,2023-12-26,22:11:01,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6738015399,2023-12-26 21:21:17.002,2023-12-26,21:21:17,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6737957146,2023-12-26 20:45:40.164,2023-12-26,20:45:40,Tuesday,Loss,Tristana,BOTTOM
EUW1_6737897155,2023-12-26 20:06:36.899,2023-12-26,20:06:36,Tuesday,Win,Tristana,BOTTOM
EUW1_6737883083,2023-12-26 19:57:18.685,2023-12-26,19:57:18,Tuesday,Loss,Tristana,BOTTOM
EUW1_6737815368,2023-12-26 19:17:35.169,2023-12-26,19:17:35,Tuesday,Loss,Tristana,BOTTOM
EUW1_6737689700,2023-12-26 17:54:08.147,2023-12-26,17:54:08,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6737622676,2023-12-26 17:08:34.261,2023-12-26,17:08:34,Tuesday,Win,Kaisa,BOTTOM
EUW1_6737541587,2023-12-26 16:12:54.600,2023-12-26,16:12:54,Tuesday,Win,Kaisa,BOTTOM
EUW1_6737496918,2023-12-26 15:41:52.928,2023-12-26,15:41:52,Tuesday,Win,Kaisa,BOTTOM
EUW1_6737463546,2023-12-26 15:12:27.195,2023-12-26,15:12:27,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6737435076,2023-12-26 14:55:48.341,2023-12-26,14:55:48,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6737332616,2023-12-26 13:22:39.847,2023-12-26,13:22:39,Tuesday,Win,Kaisa,BOTTOM
EUW1_6737305916,2023-12-26 13:00:45.980,2023-12-26,13:00:45,Tuesday,Win,Kaisa,BOTTOM
EUW1_6737273001,2023-12-26 12:29:05.729,2023-12-26,12:29:05,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6737255699,2023-12-26 12:01:29.252,2023-12-26,12:01:29,Tuesday,Win,Kaisa,BOTTOM
EUW1_6737221814,2023-12-26 11:24:25.659,2023-12-26,11:24:25,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6737194918,2023-12-26 10:46:02.957,2023-12-26,10:46:02,Tuesday,Win,Kaisa,BOTTOM
EUW1_6736941751,2023-12-26 01:38:20.693,2023-12-26,01:38:20,Tuesday,Win,Kaisa,BOTTOM
EUW1_6736888452,2023-12-26 01:00:26.633,2023-12-26,01:00:26,Tuesday,Loss,Kaisa,BOTTOM
EUW1_6736831332,2023-12-26 00:20:23.725,2023-12-26,00:20:23,Tuesday,Loss,Janna,UTILITY
EUW1_6736769138,2023-12-25 23:41:39.977,2023-12-25,23:41:39,Monday,Loss,Janna,UTILITY
EUW1_6736700921,2023-12-25 23:02:59.721,2023-12-25,23:02:59,Monday,Loss,Janna,UTILITY
EUW1_6736631673,2023-12-25 22:24:28.360,2023-12-25,22:24:28,Monday,Win,Janna,UTILITY
EUW1_6736547789,2023-12-25 21:39:07.706,2023-12-25,21:39:07,Monday,Win,Janna,UTILITY
EUW1_6736286115,2023-12-25 18:55:46.585,2023-12-25,18:55:46,Monday,Loss,Janna,UTILITY
EUW1_6736232787,2023-12-25 18:14:51.799,2023-12-25,18:14:51,Monday,Win,Janna,UTILITY
EUW1_6736180306,2023-12-25 17:40:23.612,2023-12-25,17:40:23,Monday,Loss,Janna,UTILITY
EUW1_6736132179,2023-12-25 17:00:51.763,2023-12-25,17:00:51,Monday,Win,Janna,UTILITY
EUW1_6736072201,2023-12-25 16:11:31.140,2023-12-25,16:11:31,Monday,Loss,Kaisa,BOTTOM
EUW1_6736038365,2023-12-25 15:41:15.853,2023-12-25,15:41:15,Monday,Win,Kaisa,BOTTOM
EUW1_6735998359,2023-12-25 14:58:10.044,2023-12-25,14:58:10,Monday,Win,Kaisa,BOTTOM
EUW1_6735969852,2023-12-25 14:19:47.467,2023-12-25,14:19:47,Monday,Win,Kaisa,BOTTOM
EUW1_6735936445,2023-12-25 13:48:49.745,2023-12-25,13:48:49,Monday,Loss,Kaisa,BOTTOM
EUW1_6735906264,2023-12-25 13:08:59.575,2023-12-25,13:08:59,Monday,Win,Kaisa,BOTTOM
EUW1_6735890466,2023-12-25 12:35:23.701,2023-12-25,12:35:23,Monday,Loss,Twitch,BOTTOM
EUW1_6735857972,2023-12-25 11:55:52.397,2023-12-25,11:55:52,Monday,Loss,Kaisa,BOTTOM
EUW1_6735829320,2023-12-25 11:16:11.066,2023-12-25,11:16:11,Monday,Loss,Kaisa,BOTTOM
EUW1_6735812738,2023-12-25 10:23:12.520,2023-12-25,10:23:12,Monday,Loss,Janna,UTILITY
EUW1_6735793822,2023-12-25 09:43:55.521,2023-12-25,09:43:55,Monday,Loss,Janna,UTILITY
EUW1_6735780991,2023-12-25 09:11:06.964,2023-12-25,09:11:06,Monday,Win,Janna,UTILITY
EUW1_6735339391,2023-12-24 22:13:45.308,2023-12-24,22:13:45,Sunday,Win,Kaisa,BOTTOM
EUW1_6735296854,2023-12-24 21:30:26.535,2023-12-24,21:30:26,Sunday,Loss,Janna,UTILITY
EUW1_6735264604,2023-12-24 20:56:51.395,2023-12-24,20:56:51,Sunday,Win,Janna,UTILITY
EUW1_6735209212,2023-12-24 20:11:45.501,2023-12-24,20:11:45,Sunday,Win,Janna,UTILITY
EUW1_6735158327,2023-12-24 19:22:05.766,2023-12-24,19:22:05,Sunday,Win,Janna,UTILITY
EUW1_6734991093,2023-12-24 16:58:39.042,2023-12-24,16:58:39,Sunday,Win,Janna,UTILITY
EUW1_6734943908,2023-12-24 16:23:38.059,2023-12-24,16:23:38,Sunday,Loss,Janna,UTILITY
EUW1_6734903692,2023-12-24 15:51:54.611,2023-12-24,15:51:54,Sunday,Loss,Janna,UTILITY
EUW1_6734850297,2023-12-24 15:18:30.086,2023-12-24,15:18:30,Sunday,Win,Janna,UTILITY
EUW1_6734816736,2023-12-24 14:48:26.370,2023-12-24,14:48:26,Sunday,Win,Janna,UTILITY
EUW1_6734737862,2023-12-24 13:47:50.856,2023-12-24,13:47:50,Sunday,Win,Janna,UTILITY
EUW1_6734701835,2023-12-24 13:18:52.047,2023-12-24,13:18:52,Sunday,Win,Janna,UTILITY
EUW1_6734657008,2023-12-24 12:40:47.377,2023-12-24,12:40:47,Sunday,Win,Tristana,BOTTOM
EUW1_6734614047,2023-12-24 11:57:51.897,2023-12-24,11:57:51,Sunday,Win,Kaisa,BOTTOM
EUW1_6734582346,2023-12-24 11:23:32.722,2023-12-24,11:23:32,Sunday,Win,Kaisa,BOTTOM
EUW1_6734552985,2023-12-24 10:40:05.890,2023-12-24,10:40:05,Sunday,Loss,Kaisa,BOTTOM
EUW1_6734529719,2023-12-24 09:56:02.291,2023-12-24,09:56:02,Sunday,Loss,Kaisa,BOTTOM
EUW1_6734511142,2023-12-24 09:23:44.461,2023-12-24,09:23:44,Sunday,Win,Kaisa,BOTTOM
EUW1_6734179906,2023-12-24 00:16:40.680,2023-12-24,00:16:40,Sunday,Loss,Kaisa,BOTTOM
EUW1_6734135725,2023-12-23 23:49:07.338,2023-12-23,23:49:07,Saturday,Loss,Kaisa,BOTTOM
EUW1_6734049329,2023-12-23 23:05:28.784,2023-12-23,23:05:28,Saturday,Loss,Tristana,BOTTOM
EUW1_6733990774,2023-12-23 22:32:06.036,2023-12-23,22:32:06,Saturday,Loss,Kaisa,BOTTOM
EUW1_6733688534,2023-12-23 19:32:46.452,2023-12-23,19:32:46,Saturday,Loss,Kaisa,BOTTOM
EUW1_6733622156,2023-12-23 18:54:15.756,2023-12-23,18:54:15,Saturday,Win,Kaisa,BOTTOM
EUW1_6732626130,2023-12-23 00:05:18.735,2023-12-23,00:05:18,Saturday,Loss,Kaisa,BOTTOM
EUW1_6731927827,2023-12-22 17:13:39.452,2023-12-22,17:13:39,Friday,Win,Kaisa,BOTTOM
